scam_type,sender_state,complaint_status,bank_id,complaint_count,total_loss,avg_loss,min_loss,max_loss,avg_resolution_days,min_resolution_days,max_resolution_days,affected_users,linked_txns,total_loss_lakhs,avg_loss_k
TECH_SUPPORT,Telangana,ESCALATED,BOB007,1,10000.0,10000.0,10000.0,10000.0,,,,1,1,0.1,10.0
INVESTMENT,West Bengal,ESCALATED,BOB007,1,90000.0,90000.0,90000.0,90000.0,,,,1,1,0.9,90.0
JOB,Telangana,OPEN,BOB007,1,2186.1,2186.1,2186.1,2186.1,,,,1,1,0.02,2.19
IMPERSONATION,Andhra Pradesh,OPEN,UNION009,1,11400.0,11400.0,11400.0,11400.0,,,,1,1,0.11,11.4
KYC,Arunachal Pradesh,ESCALATED,CANARA008,1,1200.0,1200.0,1200.0,1200.0,,,,1,1,0.01,1.2
EMERGENCY,Gujarat,OPEN,PNB006,1,11028.53,11028.53,11028.53,11028.53,,,,1,1,0.11,11.03
IMPERSONATION,West Bengal,RESOLVED,HDFC002,1,4700.0,4700.0,4700.0,4700.0,32.0,32.0,32.0,1,1,0.05,4.7
TECH_SUPPORT,Mizoram,RESOLVED,UNION009,1,1600.0,1600.0,1600.0,1600.0,60.0,60.0,60.0,1,1,0.02,1.6
TECH_SUPPORT,Rajasthan,OPEN,PNB006,1,2464.36,2464.36,2464.36,2464.36,,,,1,1,0.02,2.46
KYC,Maharashtra,RESOLVED,INDUS010,8,21871.72,2733.965,500.0,4800.0,48.0,13.0,84.0,8,8,0.22,2.73
IMPERSONATION,Mizoram,RESOLVED,SBI001,1,50000.0,50000.0,50000.0,50000.0,58.0,58.0,58.0,1,1,0.5,50.0
LOTTERY,Karnataka,ESCALATED,PNB006,4,34632.66,8658.165,1176.57,22918.58,,,,4,4,0.35,8.66
JOB,Delhi,OPEN,BOB007,2,10351.26,5175.63,3751.26,6600.0,,,,2,2,0.1,5.18
LOTTERY,Tamil Nadu,ESCALATED,AXIS004,1,9400.0,9400.0,9400.0,9400.0,,,,1,1,0.09,9.4
KYC,Himachal Pradesh,RESOLVED,PNB006,1,643.53,643.53,643.53,643.53,44.0,44.0,44.0,1,1,0.01,0.64
LEGITIMATE,Telangana,ESCALATED,HDFC002,3,3309.65,1103.2166666666667,282.12,2487.51,,,,3,3,0.03,1.1
KYC,Bihar,ESCALATED,CANARA008,2,4274.64,2137.32,1964.91,2309.73,,,,2,2,0.04,2.14
LOTTERY,Odisha,OPEN,INDUS010,1,3533.27,3533.27,3533.27,3533.27,,,,1,1,0.04,3.53
TECH_SUPPORT,Telangana,RESOLVED,INDUS010,2,1985.97,992.985,985.97,1000.0,60.0,59.0,61.0,2,2,0.02,0.99
JOB,Karnataka,RESOLVED,BOB007,1,1900.0,1900.0,1900.0,1900.0,80.0,80.0,80.0,1,1,0.02,1.9
EMERGENCY,Uttar Pradesh,RESOLVED,KOTAK005,1,5737.53,5737.53,5737.53,5737.53,88.0,88.0,88.0,1,1,0.06,5.74
TECH_SUPPORT,Bihar,OPEN,SBI001,1,2600.0,2600.0,2600.0,2600.0,,,,1,1,0.03,2.6
LEGITIMATE,Delhi,RESOLVED,INDUS010,2,2951.09,1475.545,566.46,2384.63,51.0,20.0,82.0,2,2,0.03,1.48
EMERGENCY,Uttar Pradesh,OPEN,INDUS010,1,9000.0,9000.0,9000.0,9000.0,,,,1,1,0.09,9.0
TECH_SUPPORT,Telangana,OPEN,ICICI003,4,10701.41,2675.3525,811.91,3837.45,,,,4,4,0.11,2.68
IMPERSONATION,Maharashtra,OPEN,HDFC002,5,115756.64,23151.328,4983.78,48023.5,,,,5,5,1.16,23.15
LOTTERY,Maharashtra,OPEN,ICICI003,7,37177.869999999995,5311.124285714285,1200.0,9868.16,,,,7,7,0.37,5.31
TECH_SUPPORT,Uttar Pradesh,OPEN,PNB006,2,9800.0,4900.0,2100.0,7700.0,,,,2,2,0.1,4.9
TECH_SUPPORT,Chhattisgarh,OPEN,AXIS004,2,1927.8,963.9,500.0,1427.8,,,,2,2,0.02,0.96
EMERGENCY,Uttar Pradesh,OPEN,CANARA008,1,46454.22,46454.22,46454.22,46454.22,,,,1,1,0.46,46.45
IMPERSONATION,Maharashtra,OPEN,UNION009,4,92813.12,23203.28,2000.0,50000.0,,,,4,4,0.93,23.2
EMERGENCY,Karnataka,ESCALATED,ICICI003,1,5100.0,5100.0,5100.0,5100.0,,,,1,1,0.05,5.1
JOB,Maharashtra,OPEN,ICICI003,6,11465.7,1910.95,1000.0,3489.88,,,,6,6,0.11,1.91
LOTTERY,Uttar Pradesh,RESOLVED,PNB006,4,11519.45,2879.8625,1600.0,4030.84,25.75,5.0,69.0,4,4,0.12,2.88
EMERGENCY,Delhi,ESCALATED,SBI001,1,4839.3,4839.3,4839.3,4839.3,,,,1,1,0.05,4.84
KYC,Karnataka,RESOLVED,PNB006,7,15475.3,2210.7571428571428,500.0,5000.0,24.857142857142858,7.0,65.0,7,7,0.15,2.21
JOB,Kerala,ESCALATED,BOB007,1,2700.0,2700.0,2700.0,2700.0,,,,1,1,0.03,2.7
LOTTERY,Telangana,ESCALATED,ICICI003,3,5100.0,1700.0,1000.0,3000.0,,,,3,3,0.05,1.7
LOTTERY,Jharkhand,OPEN,INDUS010,1,2182.6,2182.6,2182.6,2182.6,,,,1,1,0.02,2.18
KYC,Maharashtra,RESOLVED,UNION009,11,26560.21,2414.564545454545,500.0,5000.0,36.36363636363637,7.0,83.0,11,11,0.27,2.41
INVESTMENT,Karnataka,RESOLVED,BOB007,1,26100.0,26100.0,26100.0,26100.0,35.0,35.0,35.0,1,1,0.26,26.1
LOTTERY,Meghalaya,OPEN,SBI001,1,5800.0,5800.0,5800.0,5800.0,,,,1,1,0.06,5.8
LOTTERY,Telangana,OPEN,KOTAK005,7,38960.66,5565.808571428572,1800.0,11700.0,,,,7,7,0.39,5.57
JOB,Uttar Pradesh,OPEN,AXIS004,1,3700.0,3700.0,3700.0,3700.0,,,,1,1,0.04,3.7
KYC,Odisha,ESCALATED,ICICI003,3,5251.51,1750.5033333333333,500.0,3556.02,,,,3,3,0.05,1.75
LOTTERY,West Bengal,ESCALATED,CANARA008,3,12349.41,4116.47,3201.75,4747.66,,,,3,3,0.12,4.12
IMPERSONATION,Uttar Pradesh,RESOLVED,CANARA008,3,16675.510000000002,5558.503333333334,2000.0,7930.22,33.0,15.0,61.0,3,3,0.17,5.56
TECH_SUPPORT,Andhra Pradesh,OPEN,SBI001,1,2800.0,2800.0,2800.0,2800.0,,,,1,1,0.03,2.8
LEGITIMATE,Karnataka,OPEN,HDFC002,5,25562.980000000003,5112.5960000000005,285.64,19168.47,,,,5,5,0.26,5.11
LOTTERY,West Bengal,OPEN,PNB006,5,38777.67,7755.534,1200.0,14697.63,,,,5,5,0.39,7.76
LOTTERY,Goa,RESOLVED,HDFC002,1,1425.65,1425.65,1425.65,1425.65,53.0,53.0,53.0,1,1,0.01,1.43
IMPERSONATION,Meghalaya,OPEN,ICICI003,1,4400.0,4400.0,4400.0,4400.0,,,,1,1,0.04,4.4
IMPERSONATION,Punjab,OPEN,INDUS010,2,15713.52,7856.76,6000.0,9713.52,,,,2,2,0.16,7.86
JOB,Haryana,RESOLVED,CANARA008,1,900.0,900.0,900.0,900.0,80.0,80.0,80.0,1,1,0.01,0.9
TECH_SUPPORT,Uttarakhand,RESOLVED,BOB007,1,5531.25,5531.25,5531.25,5531.25,42.0,42.0,42.0,1,1,0.06,5.53
JOB,Maharashtra,RESOLVED,ICICI003,4,10166.119999999999,2541.5299999999997,500.0,5070.23,28.25,5.0,72.0,4,4,0.1,2.54
JOB,Haryana,OPEN,AXIS004,3,8107.289999999999,2702.43,1736.23,4014.18,,,,3,3,0.08,2.7
LEGITIMATE,Punjab,OPEN,CANARA008,1,506.4,506.4,506.4,506.4,,,,1,1,0.01,0.51
INVESTMENT,Karnataka,ESCALATED,UNION009,2,88921.53,44460.765,12900.0,76021.53,,,,2,2,0.89,44.46
LEGITIMATE,Telangana,RESOLVED,BOB007,1,1133.79,1133.79,1133.79,1133.79,52.0,52.0,52.0,1,1,0.01,1.13
LOTTERY,Uttar Pradesh,OPEN,INDUS010,1,6400.0,6400.0,6400.0,6400.0,,,,1,1,0.06,6.4
KYC,Tamil Nadu,RESOLVED,KOTAK005,4,4722.450000000001,1180.6125000000002,623.69,2300.0,27.5,4.0,61.0,4,4,0.05,1.18
KYC,Madhya Pradesh,OPEN,CANARA008,1,1289.84,1289.84,1289.84,1289.84,,,,1,1,0.01,1.29
TECH_SUPPORT,Delhi,RESOLVED,KOTAK005,3,6476.18,2158.726666666667,607.05,3100.0,60.666666666666664,52.0,77.0,3,3,0.06,2.16
INVESTMENT,Bihar,OPEN,UNION009,1,23900.0,23900.0,23900.0,23900.0,,,,1,1,0.24,23.9
KYC,Madhya Pradesh,ESCALATED,HDFC002,2,1924.97,962.485,824.97,1100.0,,,,2,2,0.02,0.96
KYC,Tamil Nadu,OPEN,INDUS010,7,22654.93,3236.4185714285713,1104.77,5000.0,,,,7,7,0.23,3.24
TECH_SUPPORT,Gujarat,ESCALATED,INDUS010,4,13784.2,3446.05,1399.82,5211.96,,,,4,4,0.14,3.45
KYC,Madhya Pradesh,OPEN,ICICI003,2,4587.2,2293.6,1087.2,3500.0,,,,2,2,0.05,2.29
LOTTERY,Delhi,ESCALATED,UNION009,1,6718.16,6718.16,6718.16,6718.16,,,,1,1,0.07,6.72
LEGITIMATE,Punjab,ESCALATED,PNB006,1,1070.86,1070.86,1070.86,1070.86,,,,1,1,0.01,1.07
LOTTERY,Uttar Pradesh,RESOLVED,INDUS010,1,25000.0,25000.0,25000.0,25000.0,39.0,39.0,39.0,1,1,0.25,25.0
LOTTERY,Punjab,OPEN,INDUS010,3,36833.15,12277.716666666667,4000.0,25000.0,,,,3,3,0.37,12.28
KYC,Delhi,OPEN,ICICI003,4,4823.21,1205.8025,500.0,2723.21,,,,4,4,0.05,1.21
LEGITIMATE,Kerala,ESCALATED,HDFC002,2,2862.02,1431.01,1353.86,1508.16,,,,2,2,0.03,1.43
TECH_SUPPORT,Haryana,RESOLVED,KOTAK005,1,4600.0,4600.0,4600.0,4600.0,21.0,21.0,21.0,1,1,0.05,4.6
LOTTERY,Telangana,OPEN,HDFC002,2,11722.55,5861.275,5222.55,6500.0,,,,2,2,0.12,5.86
LOTTERY,Madhya Pradesh,RESOLVED,ICICI003,2,9482.529999999999,4741.264999999999,4500.0,4982.53,40.0,33.0,47.0,2,2,0.09,4.74
TECH_SUPPORT,Nagaland,OPEN,KOTAK005,1,10000.0,10000.0,10000.0,10000.0,,,,1,1,0.1,10.0
KYC,Jharkhand,ESCALATED,UNION009,1,706.22,706.22,706.22,706.22,,,,1,1,0.01,0.71
LOTTERY,Delhi,RESOLVED,HDFC002,1,8934.79,8934.79,8934.79,8934.79,38.0,38.0,38.0,1,1,0.09,8.93
KYC,Uttarakhand,RESOLVED,HDFC002,1,3568.6,3568.6,3568.6,3568.6,37.0,37.0,37.0,1,1,0.04,3.57
TECH_SUPPORT,Maharashtra,RESOLVED,CANARA008,1,2500.0,2500.0,2500.0,2500.0,73.0,73.0,73.0,1,1,0.03,2.5
LOTTERY,Uttarakhand,OPEN,AXIS004,1,6800.0,6800.0,6800.0,6800.0,,,,1,1,0.07,6.8
LOTTERY,Telangana,ESCALATED,UNION009,1,3044.45,3044.45,3044.45,3044.45,,,,1,1,0.03,3.04
INVESTMENT,Gujarat,ESCALATED,CANARA008,1,100000.0,100000.0,100000.0,100000.0,,,,1,1,1.0,100.0
KYC,Delhi,RESOLVED,AXIS004,3,5777.219999999999,1925.7399999999998,600.0,2800.0,56.333333333333336,27.0,72.0,3,3,0.06,1.93
EMERGENCY,Haryana,RESOLVED,BOB007,1,8100.0,8100.0,8100.0,8100.0,58.0,58.0,58.0,1,1,0.08,8.1
LEGITIMATE,Tamil Nadu,RESOLVED,BOB007,1,889.72,889.72,889.72,889.72,44.0,44.0,44.0,1,1,0.01,0.89
EMERGENCY,Delhi,ESCALATED,AXIS004,1,5185.35,5185.35,5185.35,5185.35,,,,1,1,0.05,5.19
LEGITIMATE,Karnataka,RESOLVED,INDUS010,1,2250.31,2250.31,2250.31,2250.31,14.0,14.0,14.0,1,1,0.02,2.25
KYC,Jharkhand,OPEN,HDFC002,1,3916.21,3916.21,3916.21,3916.21,,,,1,1,0.04,3.92
LEGITIMATE,Bihar,ESCALATED,SBI001,1,2530.72,2530.72,2530.72,2530.72,,,,1,1,0.03,2.53
JOB,Madhya Pradesh,ESCALATED,ICICI003,1,1622.95,1622.95,1622.95,1622.95,,,,1,1,0.02,1.62
TECH_SUPPORT,West Bengal,RESOLVED,SBI001,1,1483.1,1483.1,1483.1,1483.1,30.0,30.0,30.0,1,1,0.01,1.48
LOTTERY,Kerala,ESCALATED,KOTAK005,1,1057.54,1057.54,1057.54,1057.54,,,,1,1,0.01,1.06
LEGITIMATE,Madhya Pradesh,OPEN,BOB007,3,17839.440000000002,5946.4800000000005,581.56,14756.45,,,,3,3,0.18,5.95
KYC,Himachal Pradesh,OPEN,PNB006,1,1205.28,1205.28,1205.28,1205.28,,,,1,1,0.01,1.21
JOB,Uttar Pradesh,OPEN,KOTAK005,4,5531.32,1382.83,798.59,1700.0,,,,3,4,0.06,1.38
EMERGENCY,Kerala,OPEN,UNION009,1,16521.3,16521.3,16521.3,16521.3,,,,1,1,0.17,16.52
IMPERSONATION,Tamil Nadu,OPEN,SBI001,2,77913.99,38956.995,27913.99,50000.0,,,,2,2,0.78,38.96
KYC,West Bengal,ESCALATED,PNB006,3,5862.53,1954.1766666666665,1862.53,2000.0,,,,3,3,0.06,1.95
IMPERSONATION,Tamil Nadu,ESCALATED,UNION009,1,2000.0,2000.0,2000.0,2000.0,,,,1,1,0.02,2.0
LEGITIMATE,Mizoram,OPEN,INDUS010,1,199.0,199.0,199.0,199.0,,,,1,1,0.0,0.2
IMPERSONATION,Jharkhand,OPEN,PNB006,1,12900.0,12900.0,12900.0,12900.0,,,,1,1,0.13,12.9
JOB,Andhra Pradesh,RESOLVED,SBI001,2,2600.0,1300.0,700.0,1900.0,52.0,27.0,77.0,2,2,0.03,1.3
KYC,Gujarat,OPEN,KOTAK005,1,1529.58,1529.58,1529.58,1529.58,,,,1,1,0.02,1.53
INVESTMENT,Maharashtra,ESCALATED,UNION009,1,5000.0,5000.0,5000.0,5000.0,,,,1,1,0.05,5.0
JOB,Uttar Pradesh,ESCALATED,PNB006,1,1846.94,1846.94,1846.94,1846.94,,,,1,1,0.02,1.85
INVESTMENT,Odisha,RESOLVED,INDUS010,1,15100.0,15100.0,15100.0,15100.0,82.0,82.0,82.0,1,1,0.15,15.1
IMPERSONATION,Jharkhand,OPEN,AXIS004,2,18962.989999999998,9481.494999999999,4485.6,14477.39,,,,2,2,0.19,9.48
LOTTERY,Jharkhand,ESCALATED,BOB007,1,4500.0,4500.0,4500.0,4500.0,,,,1,1,0.05,4.5
TECH_SUPPORT,Bihar,OPEN,UNION009,1,1100.0,1100.0,1100.0,1100.0,,,,1,1,0.01,1.1
TECH_SUPPORT,Delhi,OPEN,BOB007,2,2976.98,1488.49,1076.98,1900.0,,,,2,2,0.03,1.49
JOB,West Bengal,RESOLVED,AXIS004,1,4414.78,4414.78,4414.78,4414.78,6.0,6.0,6.0,1,1,0.04,4.41
INVESTMENT,West Bengal,RESOLVED,HDFC002,1,5993.15,5993.15,5993.15,5993.15,6.0,6.0,6.0,1,1,0.06,5.99
INVESTMENT,Uttarakhand,RESOLVED,CANARA008,1,14119.04,14119.04,14119.04,14119.04,39.0,39.0,39.0,1,1,0.14,14.12
TECH_SUPPORT,Gujarat,OPEN,INDUS010,2,3300.4700000000003,1650.2350000000001,1100.47,2200.0,,,,2,2,0.03,1.65
TECH_SUPPORT,Jharkhand,OPEN,KOTAK005,2,4001.3,2000.65,500.0,3501.3,,,,2,2,0.04,2.0
KYC,Rajasthan,RESOLVED,ICICI003,2,8300.0,4150.0,3800.0,4500.0,27.5,6.0,49.0,2,2,0.08,4.15
IMPERSONATION,Delhi,RESOLVED,ICICI003,1,7400.0,7400.0,7400.0,7400.0,31.0,31.0,31.0,1,1,0.07,7.4
KYC,Madhya Pradesh,ESCALATED,INDUS010,2,3662.55,1831.275,1362.55,2300.0,,,,2,2,0.04,1.83
IMPERSONATION,Himachal Pradesh,RESOLVED,AXIS004,1,19964.07,19964.07,19964.07,19964.07,24.0,24.0,24.0,1,1,0.2,19.96
LOTTERY,Telangana,RESOLVED,ICICI003,1,8290.36,8290.36,8290.36,8290.36,44.0,44.0,44.0,1,1,0.08,8.29
IMPERSONATION,Kerala,RESOLVED,SBI001,1,5801.87,5801.87,5801.87,5801.87,86.0,86.0,86.0,1,1,0.06,5.8
JOB,Maharashtra,OPEN,KOTAK005,2,2845.85,1422.925,500.0,2345.85,,,,2,2,0.03,1.42
KYC,Odisha,RESOLVED,SBI001,1,4463.39,4463.39,4463.39,4463.39,47.0,47.0,47.0,1,1,0.04,4.46
TECH_SUPPORT,Tamil Nadu,OPEN,ICICI003,3,10445.83,3481.943333333333,1200.0,5509.15,,,,3,3,0.1,3.48
KYC,Punjab,OPEN,AXIS004,2,1300.0,650.0,600.0,700.0,,,,2,2,0.01,0.65
JOB,Haryana,OPEN,CANARA008,1,1442.22,1442.22,1442.22,1442.22,,,,1,1,0.01,1.44
LOTTERY,Gujarat,RESOLVED,SBI001,1,1343.65,1343.65,1343.65,1343.65,48.0,48.0,48.0,1,1,0.01,1.34
EMERGENCY,Uttar Pradesh,OPEN,PNB006,1,3900.0,3900.0,3900.0,3900.0,,,,1,1,0.04,3.9
IMPERSONATION,Tamil Nadu,OPEN,BOB007,1,6933.05,6933.05,6933.05,6933.05,,,,1,1,0.07,6.93
JOB,Karnataka,ESCALATED,HDFC002,1,1500.0,1500.0,1500.0,1500.0,,,,1,1,0.02,1.5
IMPERSONATION,Andhra Pradesh,ESCALATED,INDUS010,1,37300.0,37300.0,37300.0,37300.0,,,,1,1,0.37,37.3
LOTTERY,Haryana,OPEN,INDUS010,1,4100.0,4100.0,4100.0,4100.0,,,,1,1,0.04,4.1
LEGITIMATE,Uttar Pradesh,OPEN,UNION009,3,1220.6499999999999,406.88333333333327,152.02,827.42,,,,3,3,0.01,0.41
EMERGENCY,Bihar,ESCALATED,BOB007,1,28035.25,28035.25,28035.25,28035.25,,,,1,1,0.28,28.04
INVESTMENT,Delhi,RESOLVED,SBI001,1,5000.0,5000.0,5000.0,5000.0,17.0,17.0,17.0,1,1,0.05,5.0
IMPERSONATION,West Bengal,OPEN,ICICI003,1,9700.0,9700.0,9700.0,9700.0,,,,1,1,0.1,9.7
IMPERSONATION,Maharashtra,ESCALATED,ICICI003,1,9055.9,9055.9,9055.9,9055.9,,,,1,1,0.09,9.06
TECH_SUPPORT,West Bengal,OPEN,HDFC002,3,11738.7,3912.9,2800.0,5958.94,,,,3,3,0.12,3.91
LEGITIMATE,West Bengal,RESOLVED,SBI001,1,3969.86,3969.86,3969.86,3969.86,61.0,61.0,61.0,1,1,0.04,3.97
JOB,Gujarat,RESOLVED,INDUS010,1,900.0,900.0,900.0,900.0,6.0,6.0,6.0,1,1,0.01,0.9
IMPERSONATION,Assam,OPEN,ICICI003,1,40893.4,40893.4,40893.4,40893.4,,,,1,1,0.41,40.89
KYC,Assam,OPEN,PNB006,1,3409.07,3409.07,3409.07,3409.07,,,,1,1,0.03,3.41
LEGITIMATE,Haryana,ESCALATED,HDFC002,1,2411.56,2411.56,2411.56,2411.56,,,,1,1,0.02,2.41
EMERGENCY,Maharashtra,OPEN,ICICI003,2,28608.47,14304.235,9160.32,19448.15,,,,2,2,0.29,14.3
LEGITIMATE,Arunachal Pradesh,OPEN,ICICI003,1,5176.97,5176.97,5176.97,5176.97,,,,1,1,0.05,5.18
LOTTERY,Andhra Pradesh,ESCALATED,CANARA008,1,11079.67,11079.67,11079.67,11079.67,,,,1,1,0.11,11.08
KYC,Kerala,OPEN,BOB007,2,3628.98,1814.49,1228.98,2400.0,,,,2,2,0.04,1.81
IMPERSONATION,Madhya Pradesh,OPEN,PNB006,1,15971.33,15971.33,15971.33,15971.33,,,,1,1,0.16,15.97
IMPERSONATION,Uttar Pradesh,ESCALATED,KOTAK005,1,10030.74,10030.74,10030.74,10030.74,,,,1,1,0.1,10.03
INVESTMENT,Rajasthan,OPEN,SBI001,1,21665.56,21665.56,21665.56,21665.56,,,,1,1,0.22,21.67
INVESTMENT,Assam,OPEN,SBI001,1,5640.83,5640.83,5640.83,5640.83,,,,1,1,0.06,5.64
LOTTERY,Uttar Pradesh,ESCALATED,HDFC002,1,25000.0,25000.0,25000.0,25000.0,,,,1,1,0.25,25.0
EMERGENCY,Rajasthan,OPEN,PNB006,1,34092.01,34092.01,34092.01,34092.01,,,,1,1,0.34,34.09
TECH_SUPPORT,Delhi,ESCALATED,ICICI003,1,3032.73,3032.73,3032.73,3032.73,,,,1,1,0.03,3.03
LEGITIMATE,Maharashtra,ESCALATED,AXIS004,6,37433.21,6238.868333333333,70.42,29730.45,,,,6,6,0.37,6.24
LEGITIMATE,Telangana,ESCALATED,INDUS010,1,992.47,992.47,992.47,992.47,,,,1,1,0.01,0.99
INVESTMENT,Maharashtra,OPEN,HDFC002,1,32900.0,32900.0,32900.0,32900.0,,,,1,1,0.33,32.9
TECH_SUPPORT,West Bengal,OPEN,ICICI003,3,12091.99,4030.6633333333334,1876.16,7743.28,,,,3,3,0.12,4.03
IMPERSONATION,Maharashtra,ESCALATED,PNB006,1,6516.49,6516.49,6516.49,6516.49,,,,1,1,0.07,6.52
LEGITIMATE,Chhattisgarh,RESOLVED,AXIS004,1,11363.57,11363.57,11363.57,11363.57,39.0,39.0,39.0,1,1,0.11,11.36
TECH_SUPPORT,Kerala,RESOLVED,PNB006,1,1980.02,1980.02,1980.02,1980.02,13.0,13.0,13.0,1,1,0.02,1.98
INVESTMENT,Punjab,RESOLVED,BOB007,1,5000.0,5000.0,5000.0,5000.0,47.0,47.0,47.0,1,1,0.05,5.0
JOB,Andhra Pradesh,OPEN,SBI001,2,7300.0,3650.0,2300.0,5000.0,,,,2,2,0.07,3.65
IMPERSONATION,Karnataka,RESOLVED,BOB007,1,15298.74,15298.74,15298.74,15298.74,70.0,70.0,70.0,1,1,0.15,15.3
TECH_SUPPORT,Bihar,OPEN,INDUS010,1,6687.66,6687.66,6687.66,6687.66,,,,1,1,0.07,6.69
TECH_SUPPORT,Bihar,ESCALATED,INDUS010,1,2627.49,2627.49,2627.49,2627.49,,,,1,1,0.03,2.63
IMPERSONATION,Punjab,ESCALATED,INDUS010,1,5863.16,5863.16,5863.16,5863.16,,,,1,1,0.06,5.86
LOTTERY,Manipur,OPEN,HDFC002,1,13698.62,13698.62,13698.62,13698.62,,,,1,1,0.14,13.7
LEGITIMATE,Uttar Pradesh,ESCALATED,HDFC002,1,269.11,269.11,269.11,269.11,,,,1,1,0.0,0.27
INVESTMENT,West Bengal,ESCALATED,SBI001,1,13402.23,13402.23,13402.23,13402.23,,,,1,1,0.13,13.4
INVESTMENT,Madhya Pradesh,ESCALATED,KOTAK005,1,5000.0,5000.0,5000.0,5000.0,,,,1,1,0.05,5.0
LOTTERY,West Bengal,OPEN,KOTAK005,3,15958.470000000001,5319.490000000001,2738.0,7700.0,,,,3,3,0.16,5.32
TECH_SUPPORT,Uttar Pradesh,ESCALATED,UNION009,2,6916.66,3458.33,2500.0,4416.66,,,,2,2,0.07,3.46
TECH_SUPPORT,Andhra Pradesh,OPEN,PNB006,3,9740.98,3246.9933333333333,2000.0,5240.98,,,,3,3,0.1,3.25
LEGITIMATE,Gujarat,OPEN,BOB007,2,1069.0,534.5,372.17,696.83,,,,2,2,0.01,0.53
KYC,Uttar Pradesh,ESCALATED,AXIS004,2,10000.0,5000.0,5000.0,5000.0,,,,2,2,0.1,5.0
JOB,Tamil Nadu,OPEN,SBI001,3,7835.410000000001,2611.8033333333337,1418.72,3216.69,,,,3,3,0.08,2.61
LOTTERY,Kerala,ESCALATED,INDUS010,2,4885.5599999999995,2442.7799999999997,1685.56,3200.0,,,,2,2,0.05,2.44
TECH_SUPPORT,Maharashtra,OPEN,CANARA008,6,13626.13,2271.0216666666665,1049.64,6300.0,,,,6,6,0.14,2.27
LOTTERY,Punjab,OPEN,KOTAK005,2,30800.0,15400.0,5800.0,25000.0,,,,2,2,0.31,15.4
JOB,Tamil Nadu,RESOLVED,AXIS004,1,1024.84,1024.84,1024.84,1024.84,47.0,47.0,47.0,1,1,0.01,1.02
TECH_SUPPORT,Himachal Pradesh,ESCALATED,UNION009,1,10000.0,10000.0,10000.0,10000.0,,,,1,1,0.1,10.0
TECH_SUPPORT,Karnataka,RESOLVED,HDFC002,2,2039.32,1019.66,900.0,1139.32,40.0,5.0,75.0,2,2,0.02,1.02
LOTTERY,Tamil Nadu,OPEN,KOTAK005,7,24727.14,3532.4485714285715,1000.0,7800.0,,,,6,7,0.25,3.53
LOTTERY,Delhi,RESOLVED,KOTAK005,5,21049.97,4209.994000000001,1606.43,10595.25,33.6,4.0,80.0,5,5,0.21,4.21
KYC,Karnataka,RESOLVED,KOTAK005,14,36669.469999999994,2619.247857142857,500.0,5000.0,50.42857142857143,5.0,81.0,14,14,0.37,2.62
TECH_SUPPORT,Andhra Pradesh,OPEN,UNION009,1,1276.08,1276.08,1276.08,1276.08,,,,1,1,0.01,1.28
KYC,Madhya Pradesh,OPEN,AXIS004,5,16035.550000000001,3207.11,545.26,5000.0,,,,5,5,0.16,3.21
LEGITIMATE,Karnataka,RESOLVED,HDFC002,1,1564.81,1564.81,1564.81,1564.81,57.0,57.0,57.0,1,1,0.02,1.56
IMPERSONATION,Delhi,OPEN,SBI001,3,91522.8,30507.600000000002,4122.8,50000.0,,,,3,3,0.92,30.51
TECH_SUPPORT,Madhya Pradesh,ESCALATED,HDFC002,1,1200.0,1200.0,1200.0,1200.0,,,,1,1,0.01,1.2
IMPERSONATION,Karnataka,OPEN,AXIS004,3,15724.79,5241.596666666667,2000.0,8493.41,,,,3,3,0.16,5.24
LEGITIMATE,Jharkhand,RESOLVED,ICICI003,2,10749.470000000001,5374.735000000001,89.61,10659.86,45.0,17.0,73.0,2,2,0.11,5.37
LOTTERY,Odisha,OPEN,UNION009,1,14536.75,14536.75,14536.75,14536.75,,,,1,1,0.15,14.54
TECH_SUPPORT,Maharashtra,OPEN,KOTAK005,6,22565.410000000003,3760.901666666667,500.0,8875.6,,,,6,6,0.23,3.76
TECH_SUPPORT,Chhattisgarh,RESOLVED,KOTAK005,1,1600.0,1600.0,1600.0,1600.0,43.0,43.0,43.0,1,1,0.02,1.6
TECH_SUPPORT,Odisha,RESOLVED,BOB007,2,12607.29,6303.645,2607.29,10000.0,62.5,49.0,76.0,2,2,0.13,6.3
JOB,Bihar,ESCALATED,ICICI003,1,1276.61,1276.61,1276.61,1276.61,,,,1,1,0.01,1.28
LEGITIMATE,Tamil Nadu,OPEN,PNB006,5,20884.120000000003,4176.8240000000005,460.43,10330.34,,,,5,5,0.21,4.18
IMPERSONATION,Telangana,OPEN,PNB006,3,12357.94,4119.3133333333335,2857.94,4800.0,,,,3,3,0.12,4.12
LOTTERY,Telangana,RESOLVED,CANARA008,1,9400.0,9400.0,9400.0,9400.0,21.0,21.0,21.0,1,1,0.09,9.4
TECH_SUPPORT,Karnataka,RESOLVED,ICICI003,4,7300.0,1825.0,500.0,2500.0,42.25,9.0,60.0,4,4,0.07,1.83
JOB,Telangana,RESOLVED,SBI001,1,2509.54,2509.54,2509.54,2509.54,78.0,78.0,78.0,1,1,0.03,2.51
LEGITIMATE,West Bengal,OPEN,AXIS004,4,4870.5599999999995,1217.6399999999999,28.66,3359.47,,,,4,4,0.05,1.22
