scam_type,complaint_status,bank_id,sender_state,complaint_count,avg_resolution_days,min_resolution_days,max_resolution_days,total_amount_involved,affected_users,linked_txns,amount_involved_lakhs,avg_loss_per_user
LOTTERY,RESOLVED,KOTAK005,Gujarat,1,74.0,74.0,74.0,2384.52,1,1,0.02,2385.0
LEGITIMATE,RESOLVED,SBI001,Delhi,3,58.333333333333336,41.0,76.0,6931.43,3,3,0.07,2310.0
LEGITIMATE,OPEN,BOB007,Karnataka,3,,,,7240.67,3,3,0.07,2414.0
LOTTERY,RESOLVED,BOB007,Andhra Pradesh,1,62.0,62.0,62.0,20900.0,1,1,0.21,20900.0
LOTTERY,ESCALATED,AXIS004,Telangana,3,,,,10352.14,3,3,0.1,3451.0
KYC,ESCALATED,AXIS004,Delhi,2,,,,1888.35,2,2,0.02,944.0
KYC,OPEN,SBI001,Telangana,5,,,,6594.17,5,5,0.07,1319.0
INVESTMENT,OPEN,ICICI003,Telangana,2,,,,34230.5,2,2,0.34,17115.0
JOB,OPEN,ICICI003,Maharashtra,6,,,,11465.7,6,6,0.11,1911.0
LOTTERY,ESCALATED,PNB006,Karnataka,4,,,,34632.66,4,4,0.35,8658.0
JOB,OPEN,PNB006,Telangana,2,,,,7209.04,2,2,0.07,3605.0
IMPERSONATION,RESOLVED,SBI001,Kerala,1,86.0,86.0,86.0,5801.87,1,1,0.06,5802.0
INVESTMENT,OPEN,CANARA008,Karnataka,2,,,,101400.0,2,2,1.01,50700.0
JOB,OPEN,UNION009,Telangana,1,,,,1700.0,1,1,0.02,1700.0
KYC,ESCALATED,ICICI003,Tamil Nadu,1,,,,3459.96,1,1,0.03,3460.0
IMPERSONATION,RESOLVED,ICICI003,Gujarat,1,24.0,24.0,24.0,6600.0,1,1,0.07,6600.0
TECH_SUPPORT,OPEN,INDUS010,Andhra Pradesh,1,,,,500.0,1,1,0.01,500.0
TECH_SUPPORT,OPEN,UNION009,Karnataka,2,,,,4941.04,2,2,0.05,2471.0
JOB,RESOLVED,ICICI003,Gujarat,2,47.5,32.0,63.0,7196.08,2,2,0.07,3598.0
LEGITIMATE,ESCALATED,CANARA008,Rajasthan,1,,,,20505.78,1,1,0.21,20506.0
KYC,OPEN,UNION009,Madhya Pradesh,5,,,,13157.050000000001,5,5,0.13,2631.0
TECH_SUPPORT,RESOLVED,PNB006,Andhra Pradesh,1,81.0,81.0,81.0,809.05,1,1,0.01,809.0
IMPERSONATION,ESCALATED,HDFC002,Karnataka,1,,,,2892.22,1,1,0.03,2892.0
TECH_SUPPORT,OPEN,AXIS004,Gujarat,5,,,,12741.76,5,5,0.13,2548.0
KYC,ESCALATED,KOTAK005,Karnataka,4,,,,5653.41,4,4,0.06,1413.0
KYC,ESCALATED,ICICI003,Uttar Pradesh,2,,,,6055.64,2,2,0.06,3028.0
KYC,OPEN,ICICI003,Telangana,8,,,,25367.08,8,8,0.25,3171.0
LOTTERY,OPEN,BOB007,Mizoram,1,,,,1922.88,1,1,0.02,1923.0
LOTTERY,ESCALATED,HDFC002,Delhi,2,,,,18294.440000000002,2,2,0.18,9147.0
TECH_SUPPORT,RESOLVED,BOB007,Karnataka,1,25.0,25.0,25.0,2330.68,1,1,0.02,2331.0
IMPERSONATION,ESCALATED,INDUS010,Punjab,1,,,,5863.16,1,1,0.06,5863.0
JOB,OPEN,PNB006,Kerala,1,,,,2100.0,1,1,0.02,2100.0
KYC,OPEN,UNION009,Delhi,2,,,,7400.0,2,2,0.07,3700.0
JOB,OPEN,CANARA008,Assam,1,,,,2464.84,1,1,0.02,2465.0
KYC,OPEN,INDUS010,Andhra Pradesh,2,,,,10000.0,2,2,0.1,5000.0
LOTTERY,RESOLVED,PNB006,Karnataka,3,29.0,14.0,55.0,13211.76,3,3,0.13,4404.0
LOTTERY,OPEN,ICICI003,Karnataka,3,,,,23426.28,3,3,0.23,7809.0
IMPERSONATION,OPEN,UNION009,Rajasthan,2,,,,23554.7,2,2,0.24,11777.0
LEGITIMATE,ESCALATED,INDUS010,Andhra Pradesh,1,,,,370.94,1,1,0.0,371.0
KYC,OPEN,SBI001,Rajasthan,4,,,,12691.619999999999,4,4,0.13,3173.0
TECH_SUPPORT,ESCALATED,UNION009,Kerala,1,,,,3100.0,1,1,0.03,3100.0
TECH_SUPPORT,RESOLVED,BOB007,Odisha,2,62.5,49.0,76.0,12607.29,2,2,0.13,6304.0
KYC,ESCALATED,BOB007,Maharashtra,6,,,,16481.0,6,6,0.16,2747.0
EMERGENCY,OPEN,SBI001,Maharashtra,3,,,,20504.09,3,3,0.21,6835.0
KYC,OPEN,ICICI003,Jharkhand,4,,,,12094.119999999999,4,4,0.12,3024.0
LOTTERY,OPEN,KOTAK005,Maharashtra,11,,,,57250.79,10,11,0.57,5725.0
LOTTERY,OPEN,HDFC002,Himachal Pradesh,1,,,,6922.32,1,1,0.07,6922.0
KYC,ESCALATED,HDFC002,Madhya Pradesh,2,,,,1924.97,2,2,0.02,962.0
KYC,RESOLVED,INDUS010,Telangana,2,27.0,14.0,40.0,10000.0,2,2,0.1,5000.0
IMPERSONATION,RESOLVED,PNB006,Telangana,1,34.0,34.0,34.0,4651.21,1,1,0.05,4651.0
IMPERSONATION,OPEN,SBI001,Maharashtra,3,,,,19325.67,3,3,0.19,6442.0
IMPERSONATION,OPEN,INDUS010,Jharkhand,1,,,,2937.99,1,1,0.03,2938.0
LOTTERY,OPEN,INDUS010,Andhra Pradesh,1,,,,3446.06,1,1,0.03,3446.0
LOTTERY,RESOLVED,INDUS010,Telangana,2,5.0,4.0,6.0,12400.0,2,2,0.12,6200.0
KYC,RESOLVED,KOTAK005,Gujarat,2,51.5,19.0,84.0,4592.93,2,2,0.05,2296.0
TECH_SUPPORT,RESOLVED,KOTAK005,Uttar Pradesh,1,61.0,61.0,61.0,5567.09,1,1,0.06,5567.0
TECH_SUPPORT,OPEN,ICICI003,West Bengal,3,,,,12091.99,3,3,0.12,4031.0
IMPERSONATION,OPEN,PNB006,Delhi,2,,,,28619.75,2,2,0.29,14310.0
KYC,OPEN,KOTAK005,Uttar Pradesh,4,,,,13324.060000000001,4,4,0.13,3331.0
LEGITIMATE,OPEN,INDUS010,Andhra Pradesh,1,,,,942.49,1,1,0.01,942.0
LOTTERY,OPEN,BOB007,Karnataka,8,,,,60799.33,8,8,0.61,7600.0
LEGITIMATE,OPEN,UNION009,Himachal Pradesh,1,,,,941.76,1,1,0.01,942.0
JOB,OPEN,ICICI003,Gujarat,2,,,,7599.37,2,2,0.08,3800.0
KYC,OPEN,CANARA008,Andhra Pradesh,3,,,,3518.87,3,3,0.04,1173.0
JOB,OPEN,SBI001,Karnataka,3,,,,11617.720000000001,3,3,0.12,3873.0
LOTTERY,RESOLVED,BOB007,Punjab,1,64.0,64.0,64.0,15400.0,1,1,0.15,15400.0
TECH_SUPPORT,RESOLVED,AXIS004,Delhi,2,50.0,14.0,86.0,6000.0,2,2,0.06,3000.0
INVESTMENT,ESCALATED,INDUS010,Kerala,1,,,,8300.0,1,1,0.08,8300.0
IMPERSONATION,ESCALATED,SBI001,Himachal Pradesh,1,,,,10788.86,1,1,0.11,10789.0
KYC,ESCALATED,HDFC002,Tamil Nadu,2,,,,9700.0,2,2,0.1,4850.0
KYC,RESOLVED,CANARA008,Odisha,1,37.0,37.0,37.0,1961.28,1,1,0.02,1961.0
LEGITIMATE,ESCALATED,HDFC002,Kerala,2,,,,2862.02,2,2,0.03,1431.0
IMPERSONATION,RESOLVED,BOB007,Punjab,1,77.0,77.0,77.0,2400.0,1,1,0.02,2400.0
EMERGENCY,RESOLVED,BOB007,Haryana,1,58.0,58.0,58.0,8100.0,1,1,0.08,8100.0
LOTTERY,RESOLVED,UNION009,Goa,1,60.0,60.0,60.0,17400.0,1,1,0.17,17400.0
KYC,RESOLVED,BOB007,Karnataka,3,50.333333333333336,25.0,85.0,7664.799999999999,3,3,0.08,2555.0
LOTTERY,RESOLVED,AXIS004,Gujarat,1,58.0,58.0,58.0,17400.0,1,1,0.17,17400.0
KYC,RESOLVED,INDUS010,Haryana,2,57.0,44.0,70.0,4520.09,2,2,0.05,2260.0
LOTTERY,ESCALATED,PNB006,Rajasthan,1,,,,3700.0,1,1,0.04,3700.0
TECH_SUPPORT,OPEN,HDFC002,Delhi,2,,,,5866.09,2,2,0.06,2933.0
KYC,RESOLVED,PNB006,Haryana,2,31.0,24.0,38.0,3898.7200000000003,2,2,0.04,1949.0
EMERGENCY,OPEN,BOB007,Delhi,1,,,,22100.0,1,1,0.22,22100.0
LEGITIMATE,ESCALATED,ICICI003,Karnataka,1,,,,840.32,1,1,0.01,840.0
JOB,OPEN,KOTAK005,Gujarat,2,,,,3595.99,2,2,0.04,1798.0
LOTTERY,OPEN,KOTAK005,Chhattisgarh,1,,,,5073.74,1,1,0.05,5074.0
IMPERSONATION,RESOLVED,SBI001,Uttar Pradesh,1,35.0,35.0,35.0,3651.5,1,1,0.04,3652.0
LOTTERY,OPEN,HDFC002,Jharkhand,1,,,,4100.0,1,1,0.04,4100.0
LOTTERY,ESCALATED,ICICI003,Bihar,2,,,,11800.0,2,2,0.12,5900.0
INVESTMENT,OPEN,ICICI003,Kerala,1,,,,100000.0,1,1,1.0,100000.0
IMPERSONATION,ESCALATED,KOTAK005,Maharashtra,2,,,,19869.8,2,2,0.2,9935.0
IMPERSONATION,RESOLVED,SBI001,Odisha,1,36.0,36.0,36.0,50000.0,1,1,0.5,50000.0
LOTTERY,RESOLVED,AXIS004,Jharkhand,1,68.0,68.0,68.0,3677.0,1,1,0.04,3677.0
JOB,OPEN,CANARA008,Telangana,1,,,,3000.0,1,1,0.03,3000.0
KYC,RESOLVED,ICICI003,Jharkhand,1,64.0,64.0,64.0,572.36,1,1,0.01,572.0
JOB,OPEN,KOTAK005,Andhra Pradesh,2,,,,4632.76,2,2,0.05,2316.0
TECH_SUPPORT,RESOLVED,CANARA008,Maharashtra,1,73.0,73.0,73.0,2500.0,1,1,0.03,2500.0
LOTTERY,RESOLVED,SBI001,Telangana,2,66.0,62.0,70.0,11605.64,2,2,0.12,5803.0
EMERGENCY,OPEN,PNB006,Maharashtra,1,,,,5300.0,1,1,0.05,5300.0
KYC,OPEN,SBI001,Andhra Pradesh,3,,,,5294.780000000001,3,3,0.05,1765.0
JOB,OPEN,BOB007,Tamil Nadu,2,,,,5567.01,2,2,0.06,2784.0
IMPERSONATION,OPEN,AXIS004,Jharkhand,2,,,,18962.989999999998,2,2,0.19,9481.0
TECH_SUPPORT,RESOLVED,PNB006,Kerala,1,13.0,13.0,13.0,1980.02,1,1,0.02,1980.0
LEGITIMATE,RESOLVED,HDFC002,Gujarat,3,43.0,12.0,81.0,7133.780000000001,3,3,0.07,2378.0
INVESTMENT,RESOLVED,ICICI003,Maharashtra,2,44.5,33.0,56.0,24992.14,2,2,0.25,12496.0
TECH_SUPPORT,ESCALATED,UNION009,Maharashtra,1,,,,1012.87,1,1,0.01,1013.0
KYC,RESOLVED,INDUS010,West Bengal,1,54.0,54.0,54.0,2687.21,1,1,0.03,2687.0
TECH_SUPPORT,RESOLVED,PNB006,Uttar Pradesh,2,35.0,23.0,47.0,4607.280000000001,2,2,0.05,2304.0
TECH_SUPPORT,ESCALATED,INDUS010,Manipur,1,,,,4245.39,1,1,0.04,4245.0
EMERGENCY,OPEN,ICICI003,Uttar Pradesh,1,,,,12504.77,1,1,0.13,12505.0
INVESTMENT,ESCALATED,PNB006,Assam,1,,,,5148.42,1,1,0.05,5148.0
JOB,OPEN,UNION009,Punjab,1,,,,1104.33,1,1,0.01,1104.0
INVESTMENT,ESCALATED,UNION009,Maharashtra,1,,,,5000.0,1,1,0.05,5000.0
IMPERSONATION,OPEN,PNB006,Andhra Pradesh,1,,,,2000.0,1,1,0.02,2000.0
IMPERSONATION,ESCALATED,BOB007,Karnataka,1,,,,4171.56,1,1,0.04,4172.0
LOTTERY,ESCALATED,KOTAK005,Maharashtra,3,,,,18694.61,3,3,0.19,6232.0
KYC,ESCALATED,KOTAK005,Jharkhand,1,,,,1100.0,1,1,0.01,1100.0
TECH_SUPPORT,OPEN,CANARA008,Delhi,1,,,,6238.89,1,1,0.06,6239.0
TECH_SUPPORT,OPEN,AXIS004,West Bengal,2,,,,4893.66,2,2,0.05,2447.0
IMPERSONATION,ESCALATED,PNB006,Gujarat,1,,,,7161.58,1,1,0.07,7162.0
TECH_SUPPORT,ESCALATED,UNION009,Tamil Nadu,1,,,,3315.46,1,1,0.03,3315.0
INVESTMENT,OPEN,ICICI003,Delhi,1,,,,17638.7,1,1,0.18,17639.0
KYC,OPEN,AXIS004,Tamil Nadu,3,,,,3998.8900000000003,3,3,0.04,1333.0
IMPERSONATION,OPEN,PNB006,Haryana,1,,,,10500.0,1,1,0.11,10500.0
KYC,OPEN,CANARA008,Madhya Pradesh,1,,,,1289.84,1,1,0.01,1290.0
KYC,ESCALATED,ICICI003,Jharkhand,1,,,,1360.4,1,1,0.01,1360.0
LEGITIMATE,RESOLVED,HDFC002,West Bengal,1,80.0,80.0,80.0,8714.28,1,1,0.09,8714.0
TECH_SUPPORT,OPEN,UNION009,Nagaland,1,,,,3032.97,1,1,0.03,3033.0
JOB,ESCALATED,HDFC002,Gujarat,1,,,,1116.39,1,1,0.01,1116.0
LEGITIMATE,RESOLVED,ICICI003,Arunachal Pradesh,1,4.0,4.0,4.0,703.9,1,1,0.01,704.0
INVESTMENT,OPEN,INDUS010,Haryana,1,,,,20800.0,1,1,0.21,20800.0
IMPERSONATION,OPEN,ICICI003,Rajasthan,1,,,,13038.16,1,1,0.13,13038.0
KYC,RESOLVED,SBI001,West Bengal,2,77.0,76.0,78.0,8800.0,2,2,0.09,4400.0
INVESTMENT,ESCALATED,BOB007,Rajasthan,1,,,,15344.78,1,1,0.15,15345.0
EMERGENCY,RESOLVED,UNION009,Telangana,1,41.0,41.0,41.0,7000.0,1,1,0.07,7000.0
IMPERSONATION,OPEN,AXIS004,West Bengal,1,,,,20800.0,1,1,0.21,20800.0
IMPERSONATION,RESOLVED,UNION009,Tamil Nadu,1,24.0,24.0,24.0,50000.0,1,1,0.5,50000.0
IMPERSONATION,OPEN,KOTAK005,Punjab,2,,,,37300.0,2,2,0.37,18650.0
INVESTMENT,OPEN,UNION009,Gujarat,1,,,,6600.0,1,1,0.07,6600.0
LOTTERY,RESOLVED,AXIS004,Telangana,1,69.0,69.0,69.0,1867.26,1,1,0.02,1867.0
LEGITIMATE,OPEN,KOTAK005,Odisha,1,,,,372.83,1,1,0.0,373.0
IMPERSONATION,ESCALATED,INDUS010,West Bengal,1,,,,6340.11,1,1,0.06,6340.0
LEGITIMATE,RESOLVED,INDUS010,Punjab,1,4.0,4.0,4.0,438.85,1,1,0.0,439.0
LOTTERY,OPEN,BOB007,Jharkhand,1,,,,1000.0,1,1,0.01,1000.0
INVESTMENT,ESCALATED,HDFC002,Karnataka,1,,,,27513.84,1,1,0.28,27514.0
LOTTERY,ESCALATED,SBI001,Telangana,1,,,,6676.73,1,1,0.07,6677.0
IMPERSONATION,OPEN,CANARA008,Rajasthan,1,,,,2360.07,1,1,0.02,2360.0
LEGITIMATE,ESCALATED,PNB006,Madhya Pradesh,1,,,,112.45,1,1,0.0,112.0
LOTTERY,RESOLVED,UNION009,Karnataka,4,26.25,13.0,52.0,16165.96,4,4,0.16,4041.0
LOTTERY,RESOLVED,UNION009,Telangana,2,17.5,5.0,30.0,22900.0,2,2,0.23,11450.0
JOB,OPEN,AXIS004,Maharashtra,4,,,,12439.310000000001,4,4,0.12,3110.0
TECH_SUPPORT,OPEN,INDUS010,Himachal Pradesh,1,,,,3686.24,1,1,0.04,3686.0
TECH_SUPPORT,OPEN,KOTAK005,Haryana,2,,,,14414.150000000001,2,2,0.14,7207.0
LOTTERY,OPEN,AXIS004,Meghalaya,1,,,,4100.0,1,1,0.04,4100.0
INVESTMENT,OPEN,PNB006,Uttar Pradesh,1,,,,15141.33,1,1,0.15,15141.0
LEGITIMATE,OPEN,ICICI003,Gujarat,1,,,,4305.88,1,1,0.04,4306.0
KYC,OPEN,AXIS004,Assam,2,,,,3426.24,2,2,0.03,1713.0
LOTTERY,RESOLVED,AXIS004,Delhi,2,50.0,29.0,71.0,16172.29,2,2,0.16,8086.0
IMPERSONATION,OPEN,ICICI003,Gujarat,3,,,,38334.74,3,3,0.38,12778.0
TECH_SUPPORT,OPEN,UNION009,Telangana,2,,,,6330.49,2,2,0.06,3165.0
JOB,RESOLVED,SBI001,Andhra Pradesh,2,52.0,27.0,77.0,2600.0,2,2,0.03,1300.0
KYC,RESOLVED,SBI001,Telangana,5,40.2,13.0,71.0,13956.59,5,5,0.14,2791.0
KYC,OPEN,BOB007,Uttar Pradesh,5,,,,12805.55,5,5,0.13,2561.0
LOTTERY,OPEN,SBI001,Uttar Pradesh,2,,,,14567.11,2,2,0.15,7284.0
KYC,OPEN,PNB006,Uttarakhand,2,,,,7646.95,2,2,0.08,3823.0
LOTTERY,RESOLVED,PNB006,West Bengal,2,72.5,60.0,85.0,16200.0,2,2,0.16,8100.0
LOTTERY,OPEN,CANARA008,Rajasthan,6,,,,47052.97,6,6,0.47,7842.0
KYC,ESCALATED,CANARA008,Telangana,3,,,,6065.59,3,3,0.06,2022.0
KYC,OPEN,ICICI003,Maharashtra,13,,,,28726.22,13,13,0.29,2210.0
IMPERSONATION,ESCALATED,ICICI003,Jharkhand,1,,,,3353.48,1,1,0.03,3353.0
INVESTMENT,OPEN,CANARA008,Tamil Nadu,1,,,,13008.22,1,1,0.13,13008.0
TECH_SUPPORT,OPEN,INDUS010,Tamil Nadu,2,,,,3500.0,2,2,0.04,1750.0
KYC,OPEN,HDFC002,Karnataka,6,,,,7728.24,6,6,0.08,1288.0
LEGITIMATE,RESOLVED,HDFC002,Haryana,1,71.0,71.0,71.0,2767.06,1,1,0.03,2767.0
JOB,RESOLVED,KOTAK005,Mizoram,1,11.0,11.0,11.0,1224.56,1,1,0.01,1225.0
INVESTMENT,OPEN,HDFC002,Telangana,2,,,,43236.89,2,2,0.43,21618.0
KYC,RESOLVED,CANARA008,Telangana,4,51.25,14.0,80.0,10547.65,4,4,0.11,2637.0
TECH_SUPPORT,ESCALATED,PNB006,Odisha,1,,,,2400.0,1,1,0.02,2400.0
INVESTMENT,RESOLVED,UNION009,Uttar Pradesh,2,60.0,53.0,67.0,21219.120000000003,2,2,0.21,10610.0
LEGITIMATE,ESCALATED,UNION009,Madhya Pradesh,1,,,,78.51,1,1,0.0,79.0
TECH_SUPPORT,RESOLVED,BOB007,Telangana,1,30.0,30.0,30.0,2596.72,1,1,0.03,2597.0
LEGITIMATE,ESCALATED,SBI001,Tamil Nadu,1,,,,57.25,1,1,0.0,57.0
JOB,RESOLVED,AXIS004,Rajasthan,3,49.666666666666664,6.0,76.0,10184.5,3,3,0.1,3395.0
LOTTERY,ESCALATED,HDFC002,Himachal Pradesh,1,,,,6592.86,1,1,0.07,6593.0
LOTTERY,OPEN,PNB006,Kerala,1,,,,13600.0,1,1,0.14,13600.0
LEGITIMATE,OPEN,AXIS004,Maharashtra,3,,,,5774.48,3,3,0.06,1925.0
TECH_SUPPORT,RESOLVED,PNB006,Karnataka,3,21.666666666666668,11.0,37.0,6757.219999999999,3,3,0.07,2252.0
LOTTERY,OPEN,KOTAK005,Rajasthan,5,,,,13983.66,5,5,0.14,2797.0
TECH_SUPPORT,ESCALATED,SBI001,Maharashtra,2,,,,4708.0,2,2,0.05,2354.0
EMERGENCY,RESOLVED,CANARA008,Uttar Pradesh,1,9.0,9.0,9.0,5041.63,1,1,0.05,5042.0
JOB,ESCALATED,BOB007,Andhra Pradesh,1,,,,8000.0,1,1,0.08,8000.0
LEGITIMATE,RESOLVED,ICICI003,Kerala,1,17.0,17.0,17.0,99.97,1,1,0.0,100.0
JOB,RESOLVED,ICICI003,West Bengal,3,52.333333333333336,32.0,63.0,14912.65,3,3,0.15,4971.0
TECH_SUPPORT,RESOLVED,AXIS004,West Bengal,2,44.5,38.0,51.0,4336.92,2,2,0.04,2168.0
IMPERSONATION,ESCALATED,UNION009,Gujarat,1,,,,28218.21,1,1,0.28,28218.0
TECH_SUPPORT,OPEN,SBI001,Haryana,3,,,,14063.75,3,3,0.14,4688.0
TECH_SUPPORT,OPEN,SBI001,Gujarat,2,,,,5000.0,2,2,0.05,2500.0
KYC,OPEN,UNION009,Rajasthan,2,,,,1100.0,2,2,0.01,550.0
KYC,OPEN,SBI001,Maharashtra,16,,,,39358.63,16,16,0.39,2460.0
EMERGENCY,OPEN,UNION009,Odisha,1,,,,10700.0,1,1,0.11,10700.0
LOTTERY,OPEN,ICICI003,West Bengal,7,,,,49030.310000000005,7,7,0.49,7004.0
TECH_SUPPORT,OPEN,ICICI003,Himachal Pradesh,1,,,,6852.76,1,1,0.07,6853.0
IMPERSONATION,RESOLVED,AXIS004,Madhya Pradesh,1,38.0,38.0,38.0,8500.0,1,1,0.09,8500.0
LEGITIMATE,OPEN,PNB006,Karnataka,4,,,,3330.41,4,4,0.03,833.0
JOB,ESCALATED,KOTAK005,Punjab,1,,,,1707.18,1,1,0.02,1707.0
KYC,ESCALATED,INDUS010,Delhi,1,,,,2259.27,1,1,0.02,2259.0
TECH_SUPPORT,OPEN,AXIS004,Haryana,2,,,,3906.1,2,2,0.04,1953.0
IMPERSONATION,ESCALATED,SBI001,Odisha,1,,,,13400.0,1,1,0.13,13400.0
INVESTMENT,ESCALATED,ICICI003,Tamil Nadu,1,,,,16300.0,1,1,0.16,16300.0
LEGITIMATE,OPEN,UNION009,Haryana,1,,,,13094.49,1,1,0.13,13094.0
LEGITIMATE,ESCALATED,BOB007,Delhi,2,,,,3617.1000000000004,2,2,0.04,1809.0
EMERGENCY,OPEN,BOB007,Karnataka,2,,,,11187.09,2,2,0.11,5594.0
INVESTMENT,OPEN,AXIS004,Uttar Pradesh,1,,,,9800.0,1,1,0.1,9800.0
KYC,ESCALATED,KOTAK005,Uttar Pradesh,4,,,,7877.55,4,4,0.08,1969.0
TECH_SUPPORT,OPEN,KOTAK005,Uttar Pradesh,2,,,,4814.23,2,2,0.05,2407.0
LEGITIMATE,ESCALATED,CANARA008,Assam,1,,,,1560.15,1,1,0.02,1560.0
LEGITIMATE,ESCALATED,CANARA008,Maharashtra,3,,,,31428.76,3,3,0.31,10476.0
TECH_SUPPORT,RESOLVED,KOTAK005,West Bengal,1,34.0,34.0,34.0,1218.29,1,1,0.01,1218.0
TECH_SUPPORT,OPEN,UNION009,Himachal Pradesh,1,,,,2362.27,1,1,0.02,2362.0
LOTTERY,OPEN,HDFC002,Karnataka,5,,,,21853.75,5,5,0.22,4371.0
IMPERSONATION,ESCALATED,SBI001,Bihar,1,,,,4557.6,1,1,0.05,4558.0
JOB,OPEN,SBI001,Maharashtra,3,,,,9157.64,3,3,0.09,3053.0
JOB,ESCALATED,UNION009,Gujarat,2,,,,4851.32,2,2,0.05,2426.0
INVESTMENT,RESOLVED,BOB007,Tripura,1,83.0,83.0,83.0,5218.22,1,1,0.05,5218.0
IMPERSONATION,RESOLVED,KOTAK005,West Bengal,1,31.0,31.0,31.0,18454.76,1,1,0.18,18455.0
TECH_SUPPORT,RESOLVED,ICICI003,Gujarat,1,21.0,21.0,21.0,1100.0,1,1,0.01,1100.0
LOTTERY,ESCALATED,PNB006,Tamil Nadu,1,,,,25000.0,1,1,0.25,25000.0
TECH_SUPPORT,OPEN,CANARA008,Madhya Pradesh,1,,,,5900.0,1,1,0.06,5900.0
LOTTERY,RESOLVED,HDFC002,Kerala,1,14.0,14.0,14.0,2988.04,1,1,0.03,2988.0
KYC,ESCALATED,SBI001,Gujarat,1,,,,500.0,1,1,0.01,500.0
EMERGENCY,ESCALATED,CANARA008,Rajasthan,1,,,,15200.0,1,1,0.15,15200.0
EMERGENCY,OPEN,AXIS004,Tripura,1,,,,11521.87,1,1,0.12,11522.0
TECH_SUPPORT,RESOLVED,BOB007,Uttarakhand,1,42.0,42.0,42.0,5531.25,1,1,0.06,5531.0
KYC,OPEN,ICICI003,Himachal Pradesh,3,,,,3313.38,3,3,0.03,1104.0
JOB,ESCALATED,INDUS010,Rajasthan,1,,,,3700.37,1,1,0.04,3700.0
LOTTERY,OPEN,CANARA008,Haryana,1,,,,3621.47,1,1,0.04,3621.0
KYC,RESOLVED,CANARA008,Gujarat,5,58.8,23.0,87.0,14192.03,5,5,0.14,2838.0
LEGITIMATE,OPEN,SBI001,Uttar Pradesh,2,,,,292.3,2,2,0.0,146.0
LOTTERY,OPEN,BOB007,Meghalaya,1,,,,7100.0,1,1,0.07,7100.0
EMERGENCY,OPEN,UNION009,Telangana,1,,,,3271.91,1,1,0.03,3272.0
JOB,OPEN,PNB006,Madhya Pradesh,1,,,,3974.57,1,1,0.04,3975.0
IMPERSONATION,RESOLVED,INDUS010,Tamil Nadu,1,23.0,23.0,23.0,15832.1,1,1,0.16,15832.0
IMPERSONATION,ESCALATED,AXIS004,Chhattisgarh,1,,,,8172.82,1,1,0.08,8173.0
LEGITIMATE,RESOLVED,HDFC002,Madhya Pradesh,1,71.0,71.0,71.0,746.64,1,1,0.01,747.0
TECH_SUPPORT,OPEN,PNB006,Maharashtra,5,,,,25167.57,5,5,0.25,5034.0
INVESTMENT,RESOLVED,HDFC002,West Bengal,1,6.0,6.0,6.0,5993.15,1,1,0.06,5993.0
TECH_SUPPORT,RESOLVED,BOB007,Rajasthan,2,38.0,36.0,40.0,3166.98,2,2,0.03,1583.0
LOTTERY,ESCALATED,HDFC002,Punjab,1,,,,6031.78,1,1,0.06,6032.0
TECH_SUPPORT,RESOLVED,CANARA008,Kerala,2,48.0,23.0,73.0,6030.39,2,2,0.06,3015.0
TECH_SUPPORT,ESCALATED,AXIS004,Punjab,1,,,,1678.24,1,1,0.02,1678.0
IMPERSONATION,RESOLVED,KOTAK005,Gujarat,1,14.0,14.0,14.0,4900.0,1,1,0.05,4900.0
IMPERSONATION,OPEN,AXIS004,Telangana,2,,,,17050.85,2,2,0.17,8525.0
LOTTERY,OPEN,KOTAK005,Odisha,2,,,,11610.470000000001,2,2,0.12,5805.0
JOB,ESCALATED,KOTAK005,Maharashtra,1,,,,6539.85,1,1,0.07,6540.0
KYC,ESCALATED,BOB007,Kerala,2,,,,3235.7200000000003,2,2,0.03,1618.0
JOB,ESCALATED,CANARA008,Kerala,1,,,,1200.0,1,1,0.01,1200.0
TECH_SUPPORT,OPEN,PNB006,Punjab,1,,,,2100.0,1,1,0.02,2100.0
LOTTERY,OPEN,PNB006,Jharkhand,1,,,,5700.0,1,1,0.06,5700.0
LOTTERY,ESCALATED,AXIS004,Tamil Nadu,1,,,,9400.0,1,1,0.09,9400.0
LEGITIMATE,RESOLVED,PNB006,Delhi,2,71.0,61.0,81.0,866.98,2,2,0.01,433.0
LEGITIMATE,OPEN,PNB006,Tamil Nadu,5,,,,20884.120000000003,5,5,0.21,4177.0
INVESTMENT,OPEN,SBI001,Assam,1,,,,5640.83,1,1,0.06,5641.0
JOB,RESOLVED,AXIS004,West Bengal,1,6.0,6.0,6.0,4414.78,1,1,0.04,4415.0
LOTTERY,OPEN,KOTAK005,Mizoram,1,,,,2100.0,1,1,0.02,2100.0
LEGITIMATE,RESOLVED,KOTAK005,Rajasthan,1,5.0,5.0,5.0,776.52,1,1,0.01,777.0
KYC,OPEN,AXIS004,Uttar Pradesh,4,,,,8291.0,4,4,0.08,2073.0
KYC,RESOLVED,HDFC002,Madhya Pradesh,2,55.0,55.0,55.0,2316.62,2,2,0.02,1158.0
IMPERSONATION,ESCALATED,ICICI003,Maharashtra,1,,,,9055.9,1,1,0.09,9056.0
LEGITIMATE,RESOLVED,CANARA008,Uttarakhand,1,70.0,70.0,70.0,4340.83,1,1,0.04,4341.0
